UTC Timestamp Start,UTC Timestamp End,Channel,Title,Description,Duration (Mins),Date (Local),Time (Local)
2025-10-11T16:30:00+00:00,2025-10-11T17:00:00+00:00,Virgin Media One,News at 5:30,The latest national and international news stories from the Virgin Media News team.,30,2025-10-11,5.30pm - 6.00pm
2025-10-11T17:00:00+00:00,2025-10-11T18:00:00+00:00,Virgin Media One,Wheel Of Fortune,"Hosted by Graham Norton, the classic gameshow is back as contestants once again spin to win!",60,2025-10-11,6.00pm - 7.00pm
2025-10-11T18:00:00+00:00,2025-10-11T19:00:00+00:00,Virgin Media One,The Celebrity Chase,"Celebrity series of The Chase. Contestants must pit their wits against the Chaser, a ruthless quiz genius determined to stop them winning the cash prize. Hosted by Bradley Walsh.",60,2025-10-11,7.00pm - 8.00pm
2025-10-11T19:00:00+00:00,2025-10-11T20:00:00+00:00,Virgin Media One,You Bet,The legendary ITV gameshow You Bet! is back with host Stephen Mulhern! He is ready to welcome a new host of ordinary people with extraordinary skills.,60,2025-10-11,8.00pm - 9.00pm
2025-10-11T20:00:00+00:00,2025-10-11T21:00:00+00:00,Virgin Media One,The 1% Club,"Hosted by Lee Mack, forget IQ, this is the gameshow that tests logic, brainpower and common sense.",60,2025-10-11,9.00pm - 10.00pm
2025-10-11T21:00:00+00:00,2025-10-11T22:05:00+00:00,Virgin Media One,The Graham Norton Show,Graham Norton is getting up close and personal with various celebrities on his famous sofa.,65,2025-10-11,10.00pm - 11.05pm
2025-10-11T22:05:00+00:00,2025-10-11T23:05:00+00:00,Virgin Media One,Who Wants To Be A Millionaire?,"Jeremy Clarkson hosts the ultimate test of concentration, strategic thinking, and emotional endurance as contestants compete for a top prize of £1,000,000.",60,2025-10-11,11.05pm - 12.05am
2025-10-11T21:30:00+00:00,2025-10-11T23:05:00+00:00,Virgin Media Two,Love Island Games,Famous and favourite Islanders are about to play the game of love in a whole new way.,95,2025-10-11,10.30pm - 12.05am
2025-10-10T23:05:00+00:00,2025-10-11T00:05:00+00:00,Virgin Media Two,The Group Chat,"The famous trio are back. Richard Chambers, Gavan Reilly and Zara King sit down together and discuss the main news stories of the week in an extended round-table conversation.",60,2025-10-11,12.05am - 1.05am
2025-10-11T00:05:00+00:00,2025-10-11T01:00:00+00:00,Virgin Media Two,Below Deck Mediterranean,Follow the crewmembers aboard a private luxury yacht as they provide first-class service to a new group of well-to-do clients with challenging requests and lofty expectations.,55,2025-10-11,1.05am - 2.00am
2025-10-11T01:00:00+00:00,2025-10-11T01:50:00+00:00,Virgin Media Two,Below Deck Mediterranean,Follow the crewmembers aboard a private luxury yacht as they provide first-class service to a new group of well-to-do clients with challenging requests and lofty expectations.,50,2025-10-11,2.00am - 2.50am
2025-10-11T05:30:00+00:00,2025-10-11T06:30:00+00:00,Virgin Media Two,Tipping Point,Hit Quiz Series hosted by Ben Shepherd which sees four contestants do battle to win big cash prizes...,60,2025-10-11,6.30am - 7.30am
2025-10-11T06:30:00+00:00,2025-10-11T07:30:00+00:00,Virgin Media Two,Tipping Point,Hit Quiz Series hosted by Ben Shepherd which sees four contestants do battle to win big cash prizes...,60,2025-10-11,7.30am - 8.30am
2025-10-11T07:30:00+00:00,2025-10-11T08:25:00+00:00,Virgin Media Two,Tipping Point,Hit Quiz Series hosted by Ben Shepherd which sees four contestants do battle to win big cash prizes...,55,2025-10-11,8.30am - 9.25am
2025-10-11T08:25:00+00:00,2025-10-11T09:30:00+00:00,Virgin Media Two,Who's Doing The Dishes,Boxing promoter Kellie Maloney throws a dinner party for four strangers at her Essex home. Brian McFadden hosts the game show where diners try to guess the identity of a mystery host holding a dinner ...,65,2025-10-11,9.25am - 10.30am
2025-10-11T09:30:00+00:00,2025-10-11T10:30:00+00:00,Virgin Media Two,Inside Paddington Station 24/7,"Taking a look at the behind-the-scenes action at one of the UK's busiest transport hubs, this series chronicles the typical and not-so-typical issues that face station staff, transport workers, e...",60,2025-10-11,10.30am - 11.30am
2025-10-11T10:30:00+00:00,2025-10-11T11:00:00+00:00,Virgin Media Two,UEFA Champions League Magazine Show,All the latest from the world of UEFA Champions League. Featuring highlights and interviews.,30,2025-10-11,11.30am - 12.00pm
2025-10-11T11:00:00+00:00,2025-10-11T12:20:00+00:00,Virgin Media Two,Britain's Got Talent,"Britain’s Got Talent: With Ant and Dec at the helm, the multi-award-winning talent extravaganza returns for the 18th series, bringing viewers more show-stopping performances than ever before.",80,2025-10-11,12.00pm - 1.20pm
2025-10-11T12:20:00+00:00,2025-10-11T12:50:00+00:00,Virgin Media Two,The Mike Tomlin Show,"Exclusive weekly sit-down with Pittsburgh Steelers head coach Mike Tomlin. Get insider insights, game previews, and candid commentary straight from the coach.",30,2025-10-11,1.20pm - 1.50pm
2025-10-11T12:50:00+00:00,2025-10-11T13:50:00+00:00,Virgin Media Two,The Finish Line,Daytime quiz show in which 5 players race against each other by answering general knowledge questions. The challenge is to stay in the race by answering questions as quickly as possible. The last one ...,60,2025-10-11,1.50pm - 2.50pm
2025-10-11T13:50:00+00:00,2025-10-11T14:50:00+00:00,Virgin Media Two,Unbeatable,Jason Manford hosts the general knowledge quiz show in which the four contestants can always give an answer - but can they give an unbeatable answer?,60,2025-10-11,2.50pm - 3.50pm
2025-10-11T14:50:00+00:00,2025-10-11T15:50:00+00:00,Virgin Media Two,The Family Chase,Family members from all over the country answer a series of general knowledge questions in order to win the prize money.,60,2025-10-11,3.50pm - 4.50pm
2025-10-11T15:50:00+00:00,2025-10-11T18:00:00+00:00,Virgin Media Two,UEFA European Qualifiers Live: Hungary v Armenia,Hungary host Armenia in a crucial Group F qualifier as both sides chase a spot at the 2026 FIFA World Cup.,130,2025-10-11,4.50pm - 7.00pm
2025-10-11T18:00:00+00:00,2025-10-11T19:00:00+00:00,Virgin Media Two,Dress To Impress,"Three hopefuls compete to win over a style-conscious singleton based purely on outfit choices. Before they meet, our singleton sets a task for the potential daters – each must select an outfit f...",60,2025-10-11,7.00pm - 8.00pm
2025-10-11T19:00:00+00:00,2025-10-11T20:00:00+00:00,Virgin Media Two,M&S: Dress The Nation,10 of Britain’s best amateur clothes designers compete to win a dream job as a fashion designer at high street giant M&S.,60,2025-10-11,8.00pm - 9.00pm
2025-10-11T20:00:00+00:00,2025-10-11T21:00:00+00:00,Virgin Media Two,Hell's Kitchen USA,More aspiring restaurateurs cook up a storm under the watchful eye of terrifying superstar chef Gordon Ramsay.,60,2025-10-11,9.00pm - 10.00pm
2025-10-11T21:00:00+00:00,2025-10-11T22:00:00+00:00,Virgin Media Two,Tell Me Everything,"This refreshing contemporary, coming-of-age drama returns for a brand new series, following Jonny, Ella, Bex, Dylan, Naisha and Luke as they try to navigate the joys and anxieties of suburban teenage ...",60,2025-10-11,10.00pm - 11.00pm
2025-10-11T22:00:00+00:00,2025-10-11T23:00:00+00:00,Virgin Media Two,Gogglebox Ireland,"The cultural phenomenon returns as the nation’s sharpest armchair critics share their hilarious, heartfelt and honest reactions to Ireland’s favourite shows.",60,2025-10-11,11.00pm - 12.00am
2025-10-11T22:15:00+00:00,2025-10-11T23:15:00+00:00,Virgin Media Three,Dark Heart,"Set and filmed in the heart of London, DI Will Wagstaffe (Tom Riley), a workaholic whose personal life is as troubled and complex as his day job, investigates a string of horrifying murders in this at...",60,2025-10-11,11.15pm - 12.15am
2025-10-10T23:15:00+00:00,2025-10-11T00:29:00+00:00,Virgin Media Three,Dr Blake Mysteries,Medical cases turn to murder cases in this compelling detective drama based on the hit Australian series.,74,2025-10-11,12.15am - 1.29am
2025-10-11T05:45:00+00:00,2025-10-11T06:40:00+00:00,Virgin Media Three,Heartbeat,"Members of the local constabulary patrol the town of Ashfordly and the nearby village of Aidensfield in the North Riding of Yorkshire, keeping the peace whilst also dealing with local loveable rogues ...",55,2025-10-11,6.45am - 7.40am
2025-10-11T06:40:00+00:00,2025-10-11T07:35:00+00:00,Virgin Media Three,Heartbeat,"Members of the local constabulary patrol the town of Ashfordly and the nearby village of Aidensfield in the North Riding of Yorkshire, keeping the peace whilst also dealing with local loveable rogues ...",55,2025-10-11,7.40am - 8.35am
2025-10-11T07:35:00+00:00,2025-10-11T08:40:00+00:00,Virgin Media Three,Heartbeat,"Members of the local constabulary patrol the town of Ashfordly and the nearby village of Aidensfield in the North Riding of Yorkshire, keeping the peace whilst also dealing with local loveable rogues ...",65,2025-10-11,8.35am - 9.40am
2025-10-11T08:40:00+00:00,2025-10-11T10:40:00+00:00,Virgin Media Three,Lewis,"Inspector Robert Lewis and his younger sidekick, Detective Sergeant James Hathaway, solve many crimes that the inhabitants of Oxford throw at them.",120,2025-10-11,9.40am - 11.40am
2025-10-11T10:40:00+00:00,2025-10-11T11:10:00+00:00,Virgin Media Three,Don't Look Back In Anger,"In a series of 20 half hours, we chronicle the news and highlights of the last 20 years in this archive and music-based series.",30,2025-10-11,11.40am - 12.10pm
2025-10-11T11:10:00+00:00,2025-10-11T11:40:00+00:00,Virgin Media Three,Don't Look Back In Anger,"In a series of 20 half hours, we chronicle the news and highlights of the last 20 years in this archive and music-based series.",30,2025-10-11,12.10pm - 12.40pm
2025-10-11T11:40:00+00:00,2025-10-11T12:10:00+00:00,Virgin Media Three,Emmerdale,Charity covertly chases up her paternity test results. Chas is stunned to hear Charity’s situation. April leaves home.,30,2025-10-11,12.40pm - 1.10pm
2025-10-11T12:10:00+00:00,2025-10-11T12:40:00+00:00,Virgin Media Three,Emmerdale,Charity has booked a secret termination. Chas tries to change Charity’s mind. Gabby and Vinny paper over the cracks.,30,2025-10-11,1.10pm - 1.40pm
2025-10-11T12:40:00+00:00,2025-10-11T13:10:00+00:00,Virgin Media Three,Emmerdale,Carl and Lucas fighting at school starts a war. Charity hides her anxiety. Chas realises she neglected Liam’s issue.,30,2025-10-11,1.40pm - 2.10pm
2025-10-11T13:10:00+00:00,2025-10-11T13:40:00+00:00,Virgin Media Three,Emmerdale,Nicola is devastated by the arrival of the police. Dawn is aghast at the situation. Have Bella and Kammy acted in haste?,30,2025-10-11,2.10pm - 2.40pm
2025-10-11T13:40:00+00:00,2025-10-11T15:40:00+00:00,Virgin Media Three,Poirot,"Poirot visits Cornwall to attend a dinner hosted by his friend, the retired actor Sir Charles Cartwright.  When an amiable local Reverend chokes to death on his cocktail Poirot cannot see how murder c...",120,2025-10-11,2.40pm - 4.40pm
2025-10-11T15:40:00+00:00,2025-10-11T16:20:00+00:00,Virgin Media Three,Marcus Wareing: Tales from a Kitchen Garden,"This series follows Marcus - chef extraordinaire and successful restaurateur - as he follows his dream of living, and cooking, in the English countryside.",40,2025-10-11,4.40pm - 5.20pm
2025-10-11T16:20:00+00:00,2025-10-11T17:00:00+00:00,Virgin Media Three,Marcus Wareing: Tales from a Kitchen Garden,"This series follows Marcus - chef extraordinaire and successful restaurateur - as he follows his dream of living, and cooking, in the English countryside.",40,2025-10-11,5.20pm - 6.00pm
2025-10-11T17:00:00+00:00,2025-10-11T18:00:00+00:00,Virgin Media Three,Ainsleysâ€™ National Trust Cookoff,Ainsley is joined by chefs Freddy and Lerato in the kitchen garden of Blicking Hall in Norfolk for a light-hearted cooking contest,60,2025-10-11,6.00pm - 7.00pm
2025-10-11T18:00:00+00:00,2025-10-11T19:00:00+00:00,Virgin Media Three,"Coronation Street: 50 Years, 50 Moments",The makers of ITV’s national treasure Coronation Street have created a compilation of the greatest story-lines of the past 50 years.,60,2025-10-11,7.00pm - 8.00pm
2025-10-11T19:00:00+00:00,2025-10-11T20:00:00+00:00,Virgin Media Three,Home Fires,Follows the lives of six women in rural Cheshire who are deeply affected by the Second World War and try to cope up with the trauma of being away from their loved ones.,60,2025-10-11,8.00pm - 9.00pm
2025-10-11T20:00:00+00:00,2025-10-11T21:00:00+00:00,Virgin Media Three,After The Flood,"When the town of Waterside is hit with the largest flood in its history, the community pulls together to keep everyone safe. However, three people die – one, an unidentified man, is found in a l...",60,2025-10-11,9.00pm - 10.00pm
2025-10-11T21:00:00+00:00,2025-10-11T22:00:00+00:00,Virgin Media Three,15 Days,"Michael turns the tables on Nia, forcing Sara to come to he sister's rescue. Baby Cai goes missing, sending Rhys into a destructive spin that ends in him giving the family an ultimatum to leave D...",60,2025-10-11,10.00pm - 11.00pm
2025-10-11T22:00:00+00:00,2025-10-12T00:20:00+00:00,Virgin Media Three,The Fabulous Baker Boys,"Starring Michelle Pfeiffer (Dangerous Liaisons) and real-life brothers Jeff (Seabiscuit) and Beau Bridges (Stargate SG-1), this film is a salute to music, friendship, family and following your dreams.",140,2025-10-11,11.00pm - 1.20am
2025-10-11T22:55:00+00:00,2025-10-12T00:35:00+00:00,Virgin Media Four,Love Island Games,Famous and favourite Islanders are about to play the game of love in a whole new way.,100,2025-10-11,11.55pm - 1.35am
2025-10-11T00:35:00+00:00,2025-10-11T02:59:00+00:00,Virgin Media Four,This Morning,"A mix of celebrity interviews, entertainment news, current affairs discussions, a look at sports competitions, health columns, cooking tips and tricks, and more.",144,2025-10-11,1.35am - 3.59am
2025-10-11T06:00:00+00:00,2025-10-11T06:50:00+00:00,Virgin Media Four,Best of Guinness Six Nations 2025: Ireland v England,"Ireland begin their Six Nations campaign in Dublin, without Andy Farrell. England are the visitors in a tough start for Simon Easterby.",50,2025-10-11,7.00am - 7.50am
2025-10-11T06:50:00+00:00,2025-10-11T07:50:00+00:00,Virgin Media Four,UCL Defining Moment,Celebrating 65-years of European Cup & UEFA Champions League football. Using a combination of UEFA’s vast back-catalogue of archive footage and interviews with coaches and players this serie...,60,2025-10-11,7.50am - 8.50am
2025-10-11T07:50:00+00:00,2025-10-11T08:50:00+00:00,Virgin Media Four,Sport Stories: Oisin McConville,"Growing up in The Troubles in south Armagh, Oisin McConville went on to become a legend of his county as he recovered from a missed penalty to score the winning goal in their only All-Ireland success....",60,2025-10-11,8.50am - 9.50am
2025-10-11T08:50:00+00:00,2025-10-11T10:25:00+00:00,Virgin Media Four,The Voice UK,"With Emma Willis at the helm, will.i.am and Sir Tom Jones return to The Voice as coaches, along with LeAnn Rimes, Tom Fletcher and Danny Jones.",95,2025-10-11,9.50am - 11.25am
2025-10-11T10:25:00+00:00,2025-10-11T10:55:00+00:00,Virgin Media Four,Golf's Greatest Holes,"Ryder Cup captain Paul McGinley and TV's Chris Hollins takes viewers on a dream journey across Ireland, playing the courses they have always wanted to play.",30,2025-10-11,11.25am - 11.55am
2025-10-11T10:55:00+00:00,2025-10-11T13:00:00+00:00,Virgin Media Four,Marple,A murder is announced in the local newspaper in Chipping Cleghorn and everyone turns up at Little Paddocks at the appointed time. then the lights go out and Letitia Blacklock is shot at and the man is...,125,2025-10-11,11.55am - 2.00pm
2025-10-11T13:00:00+00:00,2025-10-11T14:00:00+00:00,Virgin Media Four,Sport Stories,The former Republic of Ireland midfielder talks about his life in professional football and his battles with addiction.,60,2025-10-11,2.00pm - 3.00pm
2025-10-11T14:00:00+00:00,2025-10-11T15:30:00+00:00,Virgin Media Four,The Voice UK,Four superstar coaches search for an incredible singing talent chosen purely on the quality of their voice.,90,2025-10-11,3.00pm - 4.30pm
2025-10-11T15:30:00+00:00,2025-10-11T16:00:00+00:00,Virgin Media Four,Don't Look Back In Anger,"In a series of 20 half hours, we chronicle the news and highlights of the last 20 years in this archive and music-based series.",30,2025-10-11,4.30pm - 5.00pm
2025-10-11T16:00:00+00:00,2025-10-11T17:00:00+00:00,Virgin Media Four,Who's Doing The Dishes,"Shameless actress Tina Malone hosts a dinner party at her home, with her guests trying to guess the identity of their celebrity host with the aim of winning a cash proze.",60,2025-10-11,5.00pm - 6.00pm
2025-10-11T17:00:00+00:00,2025-10-11T18:00:00+00:00,Virgin Media Four,Help me Buy a Home,"Fronted by Buyers Agent Liz O'Kane, How To Buy a Home unpacks the unfiltered realities Irish people face in the search for a home. Following real life experiences, this series takes a raw and hon...",60,2025-10-11,6.00pm - 7.00pm
2025-10-11T18:00:00+00:00,2025-10-11T19:00:00+00:00,Virgin Media Four,Storage Hoarders,"Storage Hoarders is the hit series that taps into the ever-growing phenomenon of storage hoarding, and shines a light on couples whose relationships are taking the strain because they have too many po...",60,2025-10-11,7.00pm - 8.00pm
2025-10-11T19:00:00+00:00,2025-10-11T20:00:00+00:00,Virgin Media Four,The Salvage Squad,"Brian Dowling and his fashion-forward design team are on a mission to prove to the nation that you 
can achieve the home renovation of your dreams without it literally costing the earth. 
Changing Roo...",60,2025-10-11,8.00pm - 9.00pm
2025-10-11T20:00:00+00:00,2025-10-11T20:55:00+00:00,Virgin Media Four,The Real Housewives of Dallas,"Brandi attempts to bond with her daughter, Brooklyn; Stephanie and Kameron try to work things out after their dust-up at LeeAnne's shower; the women go ghost hunting at a haunted house but find t...",55,2025-10-11,9.00pm - 9.55pm
2025-10-11T20:55:00+00:00,2025-10-11T21:50:00+00:00,Virgin Media Four,The Real Housewives of Dallas,Brandi hosts a funeral for a beloved Redmond; Mama Dee refuses to help D'Andra with the failing business; two of the ladies back out of Kameron's couples shower for LeeAnne; Kameron crashes ...,55,2025-10-11,9.55pm - 10.50pm
2025-10-11T21:50:00+00:00,2025-10-11T22:50:00+00:00,Virgin Media Four,Million Dollar Listing LA,Follow LA’s hottest and most aggressive real estate magnates in the making as they net a fortune selling multi-million dollar properties in the most exclusive neighbourhoods.,60,2025-10-11,10.50pm - 11.50pm
2025-10-11T22:50:00+00:00,2025-10-11T23:50:00+00:00,Virgin Media Four,Blue Murder,Manchester homicide cop Janine Lewis struggles to balance her professional life as the newly promoted detective chief inspector with her personal life as a single mother.,60,2025-10-11,11.50pm - 12.50am
2025-10-11T22:40:00+00:00,2025-10-11T23:10:00+00:00,Virgin Media More,UEFA Champions League Magazine Show,All the latest from the world of UEFA Champions League. Featuring highlights and interviews.,30,2025-10-11,11.40pm - 12.10am
2025-10-10T23:10:00+00:00,2025-10-11T00:00:00+00:00,Virgin Media More,UEFA Man In The Middle,"In the final episode of the series, Man In The Middle goes behind the scenes as UEFA and its referees prepare for the Final 8 of the UEFA Champions League in Lisbon, and we follow Daniele Orsato as he...",50,2025-10-11,12.10am - 1.00am
2025-10-11T00:00:00+00:00,2025-10-11T00:50:00+00:00,Virgin Media More,Best of u20's Six Nations 2025: Ireland v France,Ireland go head to head against a formidable France side at Virgin Media Park in Round 4 of the U20 6 Nations.,50,2025-10-11,1.00am - 1.50am
2025-10-11T12:20:00+00:00,2025-10-11T13:15:00+00:00,Virgin Media More,Classic UEFA Champions League: Liverpool v Roma '84,That famous night in Rome when Bruce Grobbelaar’s spaghetti legs helped to outwit Roma as Liverpool were crowned Kings of Europe for the fourth time in eight years.,55,2025-10-11,1.20pm - 2.15pm
2025-10-11T13:15:00+00:00,2025-10-11T14:05:00+00:00,Virgin Media More,Best of u20's Six Nations 2025: Ireland v England,The SIx Nations U20 Championship gets up and running in Cork as reigning Champions England take on Ireland at Virgin Media Park.,50,2025-10-11,2.15pm - 3.05pm
2025-10-11T14:05:00+00:00,2025-10-11T14:55:00+00:00,Virgin Media More,UEFA European Qualifiers Matchnight Highlights,A round up of all the best of the night's action in the European qualifiers as countries look to qualify for the 2026 FIFA World cup.,50,2025-10-11,3.05pm - 3.55pm
2025-10-11T14:55:00+00:00,2025-10-11T16:50:00+00:00,Virgin Media More,UEFA European Qualifiers 2025/26:N. Ireland v Slovakia,Surprise Group A leaders Slovakia come to Windsor Park to take on Michael O’Neill’s side in what is a pivotal World Cup qualifier.,115,2025-10-11,3.55pm - 5.50pm
2025-10-11T16:50:00+00:00,2025-10-11T17:20:00+00:00,Virgin Media More,Messi: Barcelona v Bayer Leverkusen 2012,Some the most classic and most memorable matches from Europe's premier club competition.,30,2025-10-11,5.50pm - 6.20pm
2025-10-11T17:20:00+00:00,2025-10-11T18:10:00+00:00,Virgin Media More,UEFA Man In The Middle,"Episode 1 follows some of European football's top officials as they adapt to the introduction of VAR, giving their frank assessments of some of the most-talked-about decisions following its adopt...",50,2025-10-11,6.20pm - 7.10pm
2025-10-11T18:10:00+00:00,2025-10-11T19:00:00+00:00,Virgin Media More,Sport Stories: Ian McKinley,"One of Leinster's brightest young prospects, Ian McKinley's life was rocked when he lost sight in his eye with a horrific rugby injury. After moving to Italy to start again, he makes an insp...",50,2025-10-11,7.10pm - 8.00pm
2025-10-11T19:00:00+00:00,2025-10-11T20:00:00+00:00,Virgin Media More,Brian Kerr - A Life In Football,Legendary former Irish international football manager Brian Kerr discusses his life and career in an in-depth conversation with Virgin Media Sport’s Tommy Martin. In this episode Brian takes us ...,60,2025-10-11,8.00pm - 9.00pm
2025-10-11T20:00:00+00:00,2025-10-11T20:50:00+00:00,Virgin Media More,Archie,Four-part drama depicting the life of Archibald Alexander Leach - A.K.A. Cary Grant.,50,2025-10-11,9.00pm - 9.50pm
2025-10-11T20:50:00+00:00,2025-10-11T21:50:00+00:00,Virgin Media More,The Real Marigold Hotel,"In a new social experiment, a group of celebrity pensioners head to India to love under one roof for a summer of discovery.",60,2025-10-11,9.50pm - 10.50pm
2025-10-11T21:50:00+00:00,2025-10-11T22:40:00+00:00,Virgin Media More,Ana Kriegel: A Young Life Lost,In May 2018 Ana Kriegel was lured from her home and brutally killed in a derelict house in Lucan. The awful crime was all the more disturbing when her killer were revealed to be two 13 - year old boys...,50,2025-10-11,10.50pm - 11.40pm
2025-10-11T22:40:00+00:00,2025-10-11T23:35:00+00:00,Virgin Media More,UCL Defining Moment,Celebrating 65-years of European Cup & UEFA Champions League football. Using a combination of UEFA’s vast back-catalogue of archive footage and interviews with coaches and players this serie...,55,2025-10-11,11.40pm - 12.35am
2025-10-12T22:05:00+00:00,2025-10-12T23:05:00+00:00,Virgin Media One,Who Wants To Be A Millionaire?,"Jeremy Clarkson hosts the ultimate test of concentration, strategic thinking, and emotional endurance as contestants compete for a top prize of £1,000,000.",60,2025-10-12,11.05pm - 12.05am
2025-10-11T23:05:00+00:00,2025-10-12T00:05:00+00:00,Virgin Media One,The Sinking of the Superyacht,"Through dramatic, minute by minute analysis of the Bayesian tragedy, we examine the causes of the disaster, asking what the sinking means for anyone stepping onto a boat.",60,2025-10-12,12.05am - 1.05am
2025-10-12T00:05:00+00:00,2025-10-12T01:05:00+00:00,Virgin Media One,Romesh Ranganathan's Parents Evening,Romesh Ranganathan (and his mum) host the comedy game show in which celebrities team up with family members.,60,2025-10-12,1.05am - 2.05am
2025-10-12T05:30:00+00:00,2025-10-12T06:20:00+00:00,Virgin Media One,The Chase Australia,"The Australian version of the quiz series where four contestants have to compete against a professional quizzer, known as the ""Chaser"", in order to win a cash prize",50,2025-10-12,6.30am - 7.20am
2025-10-12T06:20:00+00:00,2025-10-12T07:10:00+00:00,Virgin Media One,The Chase Australia,The Australian version of the hit TV game show.,50,2025-10-12,7.20am - 8.10am
2025-10-12T07:10:00+00:00,2025-10-12T08:00:00+00:00,Virgin Media One,The Chase Australia,"The Australian version of the quiz series where four contestants have to compete against a professional quizzer, known as the ""Chaser"", in order to win a cash prize",50,2025-10-12,8.10am - 9.00am
2025-10-12T08:00:00+00:00,2025-10-12T11:00:00+00:00,Virgin Media One,Ireland AM,"Ireland AM is the longest running daytime show in Ireland. Blending a mixture of lifestyle interviews and news content, with gardening, health, food and fashion seven days a week.",180,2025-10-12,9.00am - 12.00pm
2025-10-12T11:00:00+00:00,2025-10-12T12:00:00+00:00,Virgin Media One,John & Lisa's Weekend Kitchen,"Professional chef John Torode and home cook Lisa Faulkner invite guests to prepare simple, creative dishes and share their expertise with them.",60,2025-10-12,12.00pm - 1.00pm
2025-10-12T12:00:00+00:00,2025-10-12T13:00:00+00:00,Virgin Media One,"Rich House, Poor House",Two families are trading houses and budgets for a week. Will this social experiment make them reassess their own day-to-day lives and the value they have on money?,60,2025-10-12,1.00pm - 2.00pm
2025-10-12T13:00:00+00:00,2025-10-12T14:00:00+00:00,Virgin Media One,Wheel Of Fortune,"Hosted by Graham Norton, the classic gameshow is back as contestants once again spin to win!",60,2025-10-12,2.00pm - 3.00pm
2025-10-12T14:00:00+00:00,2025-10-12T15:00:00+00:00,Virgin Media One,The Celebrity Chase,"Celebrity series of The Chase. Contestants must pit their wits against the Chaser, a ruthless quiz genius determined to stop them winning the cash prize. Hosted by Bradley Walsh.",60,2025-10-12,3.00pm - 4.00pm
2025-10-12T15:00:00+00:00,2025-10-12T16:00:00+00:00,Virgin Media One,You Bet,The legendary ITV gameshow You Bet! is back with host Stephen Mulhern! He is ready to welcome a new host of ordinary people with extraordinary skills.,60,2025-10-12,4.00pm - 5.00pm
2025-10-12T16:00:00+00:00,2025-10-12T16:30:00+00:00,Virgin Media One,Bradley Walsh & Son: Breaking Dad,"Bradley & Barney Walsh are back on the road together, this time experiencing the cultures of beautiful Asia on another epic adventure.",30,2025-10-12,5.00pm - 5.30pm
2025-10-12T16:30:00+00:00,2025-10-12T17:00:00+00:00,Virgin Media One,News at 5:30,The latest national and international news stories from the Virgin Media News team.,30,2025-10-12,5.30pm - 6.00pm
2025-10-12T17:00:00+00:00,2025-10-12T19:00:00+00:00,Virgin Media One,Vera,BAFTA and Golden Globe winner Brenda Blethyn dons her iconic mac and hat to return as the unorthodox but brilliantly perceptive Detective Chief Inspector Vera Stanhope.,120,2025-10-12,6.00pm - 8.00pm
